code_insee;commune;code_region;region;code_departement;departement;pop_tot;pop_cl;pop_0_14;pop_15_29;pop_18_24;pop_75p;pop_femmes;pop_act_15p;pop_chom;pop_agric;pop_indep;pop_cadres;pop_interm;pop_empl;pop_ouvr;pop_scol_18_24;pop_non_scol_15p;pop_dipl_aucun;pop_dipl_bepc;pop_dipl_capbep;pop_dipl_bac;pop_dipl_bac2;pop_dipl_sup;log_rp;log_proprio;log_loc;log_hlm;log_sec;log_maison;log_appart;age_0_14;age_15_29;age_75p;femmes;chom;agric;indep;cadres;interm;empl;ouvr;etud;dipl_aucun;dipl_bepc;dipl_capbep;dipl_bac;dipl_bac2;dipl_sup;resid_sec;proprio;locataire;hlm;maison;appart
01160;Ferney-Voltaire;82;Rhône-Alpes;01;Ain;8844;5 001-10 000;1676;1656;614;439;4609;4900;645;4;154;1390;1279;1409;531;299;6424;791;236;798;1106;931;2390;4322;1641;2564;683;897;460;3733;18,95070104025328;18,72455902306649;4,963817277250113;52,1144278606965;13,16326530612245;0,08163265306122450;3,142857142857143;28,36734693877551;26,10204081632653;28,75510204081633;10,83673469387755;48,69706840390879;12,31320049813201;3,673723536737235;12,42216687422167;17,216687422166874;14,492528019925279;37,204234122042337;17,1872006131442809;37,9685330865340;59,32438685793614;15,8028690421101352;10,643220731142989;86,372049976862570
01173;Gex;82;Rhône-Alpes;01;Ain;10677;10 001-50 000;2270;2077;675;489;5416;6239;639;0;265;1181;1673;2099;1186;177;7750;856;314;1846;1490;1205;1798;4661;2230;2350;852;297;1474;3162;21,26065374168774;19,45302987730636;4,579938184883394;50,7258593237801;10,24202596569963;0,00000000000000000;4,247475556980286;18,92931559544799;26,81519474274723;33,64321205321366;19,00945664369290;26,22222222222222;11,04516129032258;4,051612903225807;23,81935483870968;19,225806451612904;15,548387096774194;23,200000000000003;5,9903186768858410;47,8438103411285;50,41836515769148;18,2793391975970820;31,624114996781806;67,839519416434243
01185;Hauteville-Lompnes;82;Rhône-Alpes;01;Ain;3921;3 001-5 000;439;648;332;643;2059;1687;144;12;91;134;442;542;421;155;3186;602;176;839;505;446;203;1693;750;895;315;154;782;896;11,19612343789849;16,52639632746748;16,398877837286406;52,5121142565672;8,53586247777119;0,71132187314759932;5,394190871369295;7,94309425014819;26,20035566093658;32,12803793716657;24,95554238292828;46,68674698795181;18,89516635279347;5,524168236032643;26,33396107972379;15,850596359070934;13,998744507219083;6,371625863151287;8,3378451543042775;44,3000590667454;52,86473715298287;18,6060248080330766;46,190194920259891;52,923803898405197
01192;Izernore;82;Rhône-Alpes;01;Ain;2309;2 000-3 000;578;365;142;92;1164;1180;103;16;68;125;242;246;415;47;1574;297;108;451;267;217;104;909;476;420;208;28;647;260;25,03248159376353;15,80770896491988;3,984408834993504;50,4114335210048;8,72881355932203;1,35593220338983045;5,762711864406779;10,59322033898305;20,50847457627118;20,84745762711864;35,16949152542373;33,09859154929578;18,86912325285896;6,861499364675986;28,65311308767471;16,963151207115629;13,786531130876748;6,607369758576874;2,9882604055496262;52,3652365236524;46,20462046204620;22,8822882288228833;71,177117711771174;28,602860286028601
01194;Jassans-Riottier;82;Rhône-Alpes;01;Ain;6306;5 001-10 000;1270;1079;512;483;3222;3037;296;0;162;338;787;844;839;190;4540;940;268;1118;761;591;363;2494;1455;1018;630;15;1453;1022;20,13954963526800;17,11068823342848;7,659372026641294;51,0941960038059;9,74646032268686;0,00000000000000000;5,334211392821864;11,12940401712216;25,91373065525189;27,79058281198552;27,62594665788607;37,10937500000000;20,70484581497797;5,903083700440528;24,62555066079295;16,762114537444933;13,017621145374450;7,995594713656387;0,5978477481068154;58,3400160384924;40,81796311146752;25,2606255012028882;58,259823576583806;40,978348035284682
01199;Jujurieux;82;Rhône-Alpes;01;Ain;2148;2 000-3 000;460;318;107;227;1090;1025;134;4;83;147;242;269;305;32;1560;206;73;427;282;212;177;904;601;285;115;112;688;208;21,41527001862197;14,80446927374302;10,567970204841712;50,7448789571695;13,07317073170732;0,39024390243902440;8,097560975609756;14,34146341463414;23,60975609756098;26,24390243902439;29,75609756097561;29,90654205607476;13,20512820512821;4,679487179487180;27,37179487179488;18,076923076923077;13,589743589743589;11,346153846153847;11,0236220472440944;66,4823008849557;31,52654867256637;12,7212389380530979;76,106194690265482;23,008849557522122
01202;Lagnieu;82;Rhône-Alpes;01;Ain;6789;5 001-10 000;1308;1203;482;579;3519;3203;328;12;116;337;785;877;1045;136;5031;927;307;1427;863;536;455;2922;1666;1212;521;73;1716;1200;19,26646045072912;17,71984091913389;8,528501988510827;51,8338488731772;10,24039962535123;0,37464876678114267;3,621604745551046;10,52138620043709;24,50827349359975;27,38058070558851;32,62566344052451;28,21576763485477;18,42576028622540;6,102166567282846;28,36414231763069;17,153647386205524;10,653945537666468;9,043927648578812;2,4373956594323873;57,0157426420260;41,47843942505133;17,8302532511978100;58,726899383983579;41,067761806981515
01224;Loyettes;82;Rhône-Alpes;01;Ain;3004;3 001-5 000;755;550;201;143;1521;1522;173;32;92;160;340;408;508;58;2072;363;111;631;360;281;154;1133;815;304;71;21;894;238;25,13315579227696;18,30892143808256;4,760319573901465;50,6324900133156;11,36662286465177;2,10249671484888312;6,044678055190539;10,51248357424442;22,33902759526938;26,80683311432326;33,37713534822602;28,85572139303483;17,51930501930502;5,357142857142857;30,45366795366795;17,374517374517374;13,561776061776062;7,432432432432432;1,8197573656845754;71,9329214474846;26,83142100617829;6,2665489849955875;78,905560458958519;21,006178287731686
01232;Marboz;82;Rhône-Alpes;01;Ain;2208;2 000-3 000;388;297;125;231;1091;1091;55;21;73;73;327;246;323;52;1679;293;78;495;250;227;81;967;701;253;33;28;772;166;17,57246376811594;13,45108695652174;10,461956521739131;49,4112318840580;5,04124656278643;1,92483959670027494;6,691109074243813;6,69110907424381;29,97250229147571;22,54812098991751;29,60586617781851;41,60000000000000;17,45086360929125;4,645622394282311;29,48183442525313;14,889815366289458;13,519952352590828;4,824300178677785;2,8140703517587942;72,4922440537746;26,16339193381593;3,4126163391933813;79,834539813857290;17,166494312306103
01238;Massieux;82;Rhône-Alpes;01;Ain;2420;2 000-3 000;533;343;153;92;1212;1179;74;0;84;234;377;263;215;97;1662;166;77;478;275;282;256;884;726;150;48;18;818;64;22,02479338842975;14,17355371900826;3,801652892561983;50,0826446280992;6,27650551314674;0,00000000000000000;7,124681933842239;19,84732824427481;31,97625106022053;22,30703986429177;18,23579304495335;63,39869281045751;9,98796630565584;4,632972322503008;28,76052948255115;16,546329723225032;16,967509025270758;15,403128760529484;1,9955654101995564;82,1266968325792;16,96832579185520;5,4298642533936654;92,533936651583716;7,239819004524888
01244;Meximieux;82;Rhône-Alpes;01;Ain;7304;5 001-10 000;1505;1450;661;551;3792;3703;365;12;162;556;1032;1024;909;245;5211;840;333;1341;883;690;593;3031;1459;1527;614;47;1736;1285;20,60514786418401;19,85213581599124;7,543811610076670;51,9167579408543;9,85687280583311;0,32406157169862276;4,374831217931407;15,01485282203619;27,86929516608155;27,65325411828247;24,54766405617067;37,06505295007565;16,11974668969487;6,390328151986183;25,73402417962004;16,944924198810210;13,241220495106507;11,379773555939359;1,5269655620532814;48,1359287363906;50,37941273507094;20,2573408116133287;57,274826789838343;42,395249092708674
01246;Mézériat;82;Rhône-Alpes;01;Ain;2111;2 000-3 000;415;349;161;162;1044;1037;105;24;89;69;218;250;351;63;1551;235;84;464;230;202;99;885;564;303;155;18;675;210;19,65892941733775;16,53244907626717;7,674088109900522;49,4552344860256;10,12536162005786;2,31436837029893949;8,582449373191899;6,65380906460945;21,02217936354870;24,10800385728061;33,84763741562198;39,13043478260870;15,15151515151515;5,415860735009671;29,91618310767247;14,829142488716956;13,023855577047067;6,382978723404255;1,9933554817275747;63,7288135593220;34,23728813559322;17,5141242937853114;76,271186440677965;23,728813559322035
01248;Mionnay;82;Rhône-Alpes;01;Ain;2115;2 000-3 000;472;388;180;41;1056;1154;81;0;119;167;372;257;226;103;1398;133;73;431;259;229;190;727;587;128;73;16;623;103;22,31678486997636;18,34515366430260;1,938534278959811;49,9290780141844;7,01906412478336;0,00000000000000000;10,311958405545928;14,47140381282496;32,23570190641248;22,27036395147314;19,58405545927210;57,22222222222222;9,51359084406295;5,221745350500715;30,82975679542203;18,526466380543631;16,380543633762517;13,590844062947067;2,1534320323014806;80,7427785419532;17,60660247592847;10,0412654745529579;85,694635488308109;14,167812929848694
01249;Miribel;82;Rhône-Alpes;01;Ain;9128;5 001-10 000;1746;1638;756;789;4730;4527;465;45;212;740;1328;1260;898;357;6625;1267;368;1567;1078;879;853;3709;2066;1560;659;28;1836;1864;19,12795793163891;17,94478527607362;8,643733567046450;51,8185801928133;10,27170311464546;0,99403578528827041;4,683013032913629;16,34636624696267;29,33510050806273;27,83300198807157;19,83653633753037;47,22222222222222;19,12452830188679;5,554716981132075;23,65283018867924;16,271698113207549;13,267924528301887;12,875471698113209;0,7492641156007493;55,7023456457266;42,05985440819628;17,7675923429495803;49,501213265031005;50,256133728767857
01262;Montluel;82;Rhône-Alpes;01;Ain;7112;5 001-10 000;1522;1331;660;566;3672;3542;481;25;180;504;976;933;962;284;5002;1032;247;1263;860;700;530;2895;1500;1334;621;18;1305;1582;21,40044994375703;18,71484814398200;7,958380202474691;51,6310461192351;13,57989836250706;0,70581592320722764;5,081874647092039;14,22924901185771;27,55505364201017;26,34105025409373;27,15979672501412;43,03030303030303;20,63174730107957;4,938024790083966;25,24990003998401;17,193122750899640;13,994402239104359;10,595761695321873;0,6179196704428425;51,8134715025907;46,07944732297064;21,4507772020725369;45,077720207253883;54,645941278065635
01263;Montmerle-sur-Saône;82;Rhône-Alpes;01;Ain;3847;3 001-5 000;872;556;232;355;1968;1833;144;4;173;224;468;482;483;95;2739;324;203;728;453;389;318;1534;1069;434;70;33;1178;354;22,66701325708344;14,45282037951651;9,227969846633741;51,1567455159865;7,85597381342062;0,21822149481723949;9,438079650845609;12,22040370976541;25,53191489361702;26,29569012547736;26,35024549918167;40,94827586206897;11,82913472070099;7,411464037970063;26,57904344651333;16,538882803943046;14,202263599853962;11,610076670317634;2,1059349074664961;69,6870925684485;28,29204693611473;4,5632333767926987;76,792698826597132;23,076923076923077
01265;Montréal-la-Cluse;82;Rhône-Alpes;01;Ain;3424;3 001-5 000;679;636;237;230;1720;1651;197;4;76;128;337;256;781;87;2505;776;146;679;342;215;134;1469;650;796;481;27;684;779;19,83060747663551;18,57476635514019;6,717289719626168;50,2336448598131;11,93216232586311;0,24227740763173833;4,603270745003028;7,75287704421563;20,41187159297396;15,50575408843125;47,30466384009691;36,70886075949367;30,97804391217565;5,828343313373254;27,10578842315369;13,652694610778443;8,582834331337326;5,349301397205589;1,8048128342245988;44,2477876106195;54,18652144315861;32,7433628318584056;46,562287270251872;53,029271613342409
01266;Montrevel-en-Bresse;82;Rhône-Alpes;01;Ain;2415;2 000-3 000;388;358;148;385;1306;1061;103;8;59;87;234;352;328;47;1874;253;217;557;306;181;91;1069;639;413;146;23;713;356;16,06625258799172;14,82401656314700;15,942028985507244;54,0786749482402;9,70782280867107;0,75400565504241279;5,560791705937794;8,19981149858624;22,05466540999058;33,17624882186617;30,91423185673893;31,75675675675675;13,50053361792956;11,579509071504802;29,72251867662753;16,328708644610458;9,658484525080043;4,855923159018143;2,1062271062271063;59,7754911131899;38,63423760523854;13,6576239476145940;66,697848456501404;33,302151543498596
01269;Nantua;82;Rhône-Alpes;01;Ain;3588;3 001-5 000;758;694;308;404;1851;1590;273;4;106;135;306;322;657;87;2599;798;169;568;408;209;234;1545;581;922;395;78;336;1204;21,12597547380156;19,34225195094760;11,259754738015609;51,5886287625418;17,16981132075471;0,25157232704402516;6,666666666666667;8,49056603773585;19,24528301886793;20,25157232704403;41,32075471698113;28,24675324675325;30,70411696806464;6,502500961908426;21,85455944594075;15,698345517506734;8,041554444016930;9,003462870334744;4,8059149722735670;37,6051779935275;59,67637540453075;25,5663430420711997;21,747572815533982;77,928802588996760
01275;Neyron;82;Rhône-Alpes;01;Ain;2506;2 000-3 000;460;435;204;121;1255;1280;95;24;124;312;352;272;172;114;1799;180;97;418;306;295;379;999;732;247;112;6;711;287;18,35594573024741;17,35833998403831;4,828411811652035;50,0798084596967;7,42187500000000;1,87500000000000000;9,687500000000000;24,37500000000000;27,50000000000000;21,25000000000000;13,43750000000000;55,88235294117647;10,00555864369094;5,391884380211229;23,23513062812674;17,009449694274597;16,397998888271260;21,067259588660367;0,5970149253731344;73,2732732732733;24,72472472472473;11,2112112112112108;71,171171171171167;28,728728728728729
